KEY: a , Value: 6970

KEY: dam , Value: 12

KEY: damage , Value: 1

KEY: damask , Value: 4

KEY: dame , Value: 9

KEY: dames , Value: 4

KEY: dammd , Value: 1

KEY: dammst , Value: 1

KEY: damn , Value: 5

KEY: damnable , Value: 8

KEY: damnation , Value: 4

KEY: damnd , Value: 12

KEY: damned , Value: 22

KEY: damnedst , Value: 1

KEY: damns , Value: 1

KEY: damosella , Value: 1

KEY: damp , Value: 1

KEY: dams , Value: 2

KEY: damsel , Value: 4

KEY: dan , Value: 1

KEY: dance , Value: 48

KEY: danced , Value: 3

KEY: dancer , Value: 1

KEY: dances , Value: 8

KEY: danceth , Value: 1

KEY: dancing , Value: 6

KEY: dane , Value: 1

KEY: danger , Value: 43

KEY: dangerous , Value: 30

KEY: dangers , Value: 5

KEY: daniel , Value: 6

KEY: dank , Value: 2

KEY: dankish , Value: 1

KEY: daphne , Value: 2

KEY: daphnes , Value: 1

KEY: dappled , Value: 1

KEY: dapples , Value: 1

KEY: dardan , Value: 2

KEY: dardanian , Value: 1

KEY: dare , Value: 75

KEY: dared , Value: 2

KEY: dares , Value: 18

KEY: darest , Value: 14

KEY: daring , Value: 3

KEY: dark , Value: 36

KEY: darken , Value: 2

KEY: darkened , Value: 1

KEY: darker , Value: 1

KEY: darkest , Value: 1

KEY: darking , Value: 1

KEY: darkling , Value: 1

KEY: darkly , Value: 5

KEY: darkness , Value: 18

KEY: darks , Value: 1

KEY: darling , Value: 2

KEY: darlings , Value: 1

KEY: dart , Value: 5

KEY: darted , Value: 2

KEY: darter , Value: 1

KEY: dash , Value: 3

KEY: dashd , Value: 1

KEY: dashed , Value: 2

KEY: dashes , Value: 1

KEY: dat , Value: 17

KEY: datchet , Value: 4

KEY: date , Value: 5

KEY: dates , Value: 2

KEY: daubery , Value: 1

KEY: daughter , Value: 266

KEY: daughters , Value: 31

KEY: daunt , Value: 1

KEY: daw , Value: 1

KEY: dawn , Value: 1

KEY: dawning , Value: 2

KEY: daws , Value: 4

KEY: day , Value: 334

KEY: daylight , Value: 7

KEY: days , Value: 67

KEY: dazzled , Value: 1

KEY: dazzling , Value: 1

KEY: de , Value: 146

KEY: dead , Value: 152

KEY: deadly , Value: 17

KEY: deaf , Value: 4

KEY: deafd , Value: 1

KEY: deafend , Value: 1

KEY: deafening , Value: 2

KEY: deafness , Value: 1

KEY: deal , Value: 23

KEY: dealer , Value: 3

KEY: dealers , Value: 1

KEY: dealing , Value: 8

KEY: dealings , Value: 1

KEY: dealt , Value: 1

KEY: deanery , Value: 3

KEY: dear , Value: 181

KEY: dearer , Value: 8

KEY: dearest , Value: 24

KEY: dearly , Value: 24

KEY: dearness , Value: 1

KEY: dears , Value: 1

KEY: dearst , Value: 6

KEY: dearth , Value: 1

KEY: death , Value: 238

KEY: deaths , Value: 13

KEY: debate , Value: 5

KEY: debated , Value: 1

KEY: debatement , Value: 1

KEY: debating , Value: 2

KEY: debile , Value: 1

KEY: debility , Value: 1

KEY: debitor , Value: 1

KEY: debonair , Value: 1

KEY: deboshd , Value: 2

KEY: deboshed , Value: 1

KEY: debt , Value: 19

KEY: debted , Value: 1

KEY: debtor , Value: 9

KEY: debtors , Value: 1

KEY: debts , Value: 9

KEY: decay , Value: 4

KEY: decayed , Value: 3

KEY: decays , Value: 2

KEY: deceased , Value: 5

KEY: deceit , Value: 6

KEY: deceitful , Value: 2

KEY: deceive , Value: 13

KEY: deceiveable , Value: 1

KEY: deceived , Value: 32

KEY: deceiver , Value: 1

KEY: deceivers , Value: 1

KEY: deceiving , Value: 5

KEY: december , Value: 5

KEY: deceptious , Value: 1

KEY: decerns , Value: 1

KEY: decides , Value: 1

KEY: decipher , Value: 1

KEY: deciphers , Value: 1

KEY: decision , Value: 2

KEY: deck , Value: 10

KEY: deckd , Value: 2

KEY: decking , Value: 1

KEY: decks , Value: 1

KEY: declare , Value: 2

KEY: declares , Value: 1

KEY: declensions , Value: 1

KEY: decline , Value: 3

KEY: declined , Value: 5

KEY: declining , Value: 2

KEY: decorum , Value: 1

KEY: decrease , Value: 2

KEY: decreased , Value: 1

KEY: decree , Value: 5

KEY: decreed , Value: 6

KEY: decrees , Value: 4

KEY: decrepit , Value: 1

KEY: decu , Value: 2

KEY: dedicate , Value: 4

KEY: dedicated , Value: 1

KEY: dedicates , Value: 1

KEY: dedication , Value: 2

KEY: dee , Value: 1

KEY: deed , Value: 42

KEY: deedless , Value: 1

KEY: deeds , Value: 32

KEY: deem , Value: 6

KEY: deep , Value: 44

KEY: deeper , Value: 5

KEY: deepest , Value: 2

KEY: deeply , Value: 8

KEY: deeps , Value: 3

KEY: deer , Value: 23

KEY: deers , Value: 2

KEY: deface , Value: 1

KEY: default , Value: 2

KEY: defeat , Value: 2

KEY: defeated , Value: 1

KEY: defeatures , Value: 2

KEY: defect , Value: 3

KEY: defective , Value: 1

KEY: defects , Value: 2

KEY: defence , Value: 7

KEY: defences , Value: 1

KEY: defend , Value: 20

KEY: defendant , Value: 1

KEY: defended , Value: 3

KEY: defending , Value: 1

KEY: defends , Value: 1

KEY: defiance , Value: 2

KEY: defied , Value: 3

KEY: defies , Value: 1

KEY: defile , Value: 2

KEY: defiled , Value: 5

KEY: defiles , Value: 2

KEY: defiling , Value: 1

KEY: define , Value: 2

KEY: definite , Value: 1

KEY: definitive , Value: 1

KEY: deflowerd , Value: 2

KEY: deform , Value: 1

KEY: deformd , Value: 2

KEY: deformed , Value: 11

KEY: deformity , Value: 1

KEY: defunct , Value: 1

KEY: defy , Value: 8

KEY: degenerate , Value: 2

KEY: degree , Value: 18

KEY: degrees , Value: 10

KEY: deifying , Value: 1

KEY: deign , Value: 2

KEY: deiphobus , Value: 8

KEY: deities , Value: 2

KEY: deity , Value: 6

KEY: deject , Value: 2

KEY: dejected , Value: 3

KEY: delay , Value: 10

KEY: delayd , Value: 3

KEY: delaying , Value: 2

KEY: delays , Value: 1

KEY: deliberate , Value: 3

KEY: delicate , Value: 14

KEY: delicious , Value: 1

KEY: delight , Value: 30

KEY: delighted , Value: 3

KEY: delightful , Value: 3

KEY: delights , Value: 8

KEY: deliver , Value: 45

KEY: deliverance , Value: 6

KEY: deliverd , Value: 17

KEY: delivered , Value: 15

KEY: delivering , Value: 3

KEY: delivers , Value: 6

KEY: delivert , Value: 1

KEY: delivery , Value: 2

KEY: delphos , Value: 3

KEY: deluding , Value: 1

KEY: delve , Value: 1

KEY: demand , Value: 26

KEY: demanded , Value: 4

KEY: demands , Value: 6

KEY: demean , Value: 1

KEY: demeand , Value: 1

KEY: demeanor , Value: 1

KEY: demesnes , Value: 1

KEY: demetrius , Value: 99

KEY: demi , Value: 4

KEY: demigod , Value: 2

KEY: demonstrate , Value: 1

KEY: demonstrating , Value: 1

KEY: demonstration , Value: 1

KEY: demure , Value: 1

KEY: demurely , Value: 1

KEY: den , Value: 7

KEY: denay , Value: 1

KEY: denial , Value: 7

KEY: denials , Value: 1

KEY: denied , Value: 21

KEY: denier , Value: 1

KEY: denies , Value: 7

KEY: denis , Value: 1

KEY: dennis , Value: 5

KEY: denote , Value: 1

KEY: denunciation , Value: 1

KEY: deny , Value: 63

KEY: denying , Value: 4

KEY: denyt , Value: 1

KEY: deo , Value: 1

KEY: depart , Value: 33

KEY: departed , Value: 1

KEY: departedst , Value: 1

KEY: departing , Value: 1

KEY: departs , Value: 1

KEY: departure , Value: 10

KEY: depeche , Value: 1

KEY: depend , Value: 7

KEY: dependance , Value: 1

KEY: dependant , Value: 1

KEY: dependencies , Value: 1

KEY: dependency , Value: 2

KEY: dependent , Value: 2

KEY: dependents , Value: 1

KEY: depender , Value: 1

KEY: depending , Value: 4

KEY: depends , Value: 3

KEY: deplore , Value: 1

KEY: deploring , Value: 1

KEY: depose , Value: 1

KEY: depravation , Value: 1

KEY: deprave , Value: 1

KEY: depth , Value: 1

KEY: deputation , Value: 2

KEY: deputed , Value: 1

KEY: deputy , Value: 14

KEY: deracinate , Value: 1

KEY: dere , Value: 4

KEY: derision , Value: 5

KEY: derivation , Value: 1

KEY: derivative , Value: 1

KEY: derive , Value: 7

KEY: derived , Value: 7

KEY: derives , Value: 3

KEY: dern , Value: 1

KEY: derogate , Value: 2

KEY: derogation , Value: 1

KEY: des , Value: 1

KEY: descant , Value: 1

KEY: descend , Value: 7

KEY: descended , Value: 4

KEY: descending , Value: 1

KEY: descends , Value: 1

KEY: descent , Value: 5

KEY: descents , Value: 1

KEY: describe , Value: 1

KEY: describes , Value: 1

KEY: descried , Value: 3

KEY: description , Value: 11

KEY: descry , Value: 1

KEY: desert , Value: 25

KEY: desertless , Value: 1

KEY: deserts , Value: 6

KEY: deserve , Value: 28

KEY: deserved , Value: 21

KEY: deservedly , Value: 1

KEY: deserver , Value: 1

KEY: deserves , Value: 23

KEY: deservest , Value: 2

KEY: deserving , Value: 6

KEY: deservings , Value: 3

KEY: design , Value: 11

KEY: designs , Value: 5

KEY: desire , Value: 136

KEY: desired , Value: 13

KEY: desires , Value: 43

KEY: desirest , Value: 4

KEY: desiring , Value: 1

KEY: desirous , Value: 2

KEY: desist , Value: 2

KEY: desk , Value: 3

KEY: desolate , Value: 2

KEY: desolation , Value: 5

KEY: despair , Value: 11

KEY: despairing , Value: 2

KEY: desperate , Value: 16

KEY: desperately , Value: 2

KEY: desperation , Value: 1

KEY: despise , Value: 9

KEY: despised , Value: 6

KEY: despiser , Value: 1

KEY: despiseth , Value: 2

KEY: despising , Value: 1

KEY: despite , Value: 21

KEY: despiteful , Value: 4

KEY: destined , Value: 2

KEY: destinies , Value: 3

KEY: destiny , Value: 12

KEY: destitute , Value: 2

KEY: destroy , Value: 6

KEY: destroyd , Value: 1

KEY: destroyed , Value: 2

KEY: destruction , Value: 1

KEY: destructions , Value: 2

KEY: det , Value: 1

KEY: detain , Value: 3

KEY: detaind , Value: 2

KEY: detect , Value: 3

KEY: detected , Value: 2

KEY: detection , Value: 1

KEY: determinate , Value: 1

KEY: determination , Value: 3

KEY: determinations , Value: 1

KEY: determine , Value: 4

KEY: determined , Value: 5

KEY: determines , Value: 1

KEY: detest , Value: 8

KEY: detestable , Value: 1

KEY: detested , Value: 3

KEY: detesting , Value: 1

KEY: detests , Value: 1

KEY: detract , Value: 1

KEY: detraction , Value: 1

KEY: detractions , Value: 1

KEY: deucalion , Value: 1

KEY: deuce , Value: 1

KEY: device , Value: 29

KEY: devices , Value: 2

KEY: devil , Value: 93

KEY: devilish , Value: 5

KEY: devils , Value: 25

KEY: devise , Value: 19

KEY: devised , Value: 8

KEY: devises , Value: 1

KEY: devising , Value: 1

KEY: devote , Value: 1

KEY: devoted , Value: 4

KEY: devotion , Value: 3

KEY: devour , Value: 4

KEY: devourd , Value: 3

KEY: devoured , Value: 1

KEY: devouring , Value: 2

KEY: devours , Value: 3

KEY: devout , Value: 3

KEY: devoutly , Value: 1

KEY: dew , Value: 16

KEY: dewberries , Value: 1

KEY: dewdrops , Value: 1

KEY: dewlap , Value: 1

KEY: dews , Value: 1

KEY: dexter , Value: 1

KEY: dexterity , Value: 2

KEY: dexterously , Value: 1

KEY: diable , Value: 3

KEY: dial , Value: 4

KEY: dialect , Value: 1

KEY: dialogue , Value: 5

KEY: diamond , Value: 12

KEY: diamonds , Value: 3

KEY: dian , Value: 18

KEY: diana , Value: 70

KEY: dianas , Value: 9

KEY: dians , Value: 1

KEY: diaper , Value: 1

KEY: dibble , Value: 1

KEY: dice , Value: 6

KEY: dick , Value: 3

KEY: dickens , Value: 1

KEY: dictynna , Value: 3

KEY: did , Value: 672

KEY: diddle , Value: 1

KEY: dido , Value: 6

KEY: didos , Value: 1

KEY: didst , Value: 68

KEY: didt , Value: 1

KEY: die , Value: 184

KEY: died , Value: 43

KEY: diedst , Value: 1

KEY: dies , Value: 28

KEY: diest , Value: 13

KEY: diet , Value: 6

KEY: dieted , Value: 1

KEY: dieter , Value: 1

KEY: dieu , Value: 1

KEY: differ , Value: 1

KEY: difference , Value: 15

KEY: differences , Value: 1

KEY: different , Value: 3

KEY: differing , Value: 1

KEY: differs , Value: 3

KEY: difficulties , Value: 2

KEY: difficulty , Value: 2

KEY: diffused , Value: 1

KEY: diffusest , Value: 1

KEY: dig , Value: 3

KEY: digest , Value: 5

KEY: digested , Value: 2

KEY: digestion , Value: 3

KEY: digestions , Value: 1

KEY: dignified , Value: 3

KEY: dignifies , Value: 2

KEY: dignify , Value: 1

KEY: dignities , Value: 3

KEY: dignity , Value: 14

KEY: digress , Value: 1

KEY: digression , Value: 1

KEY: digs , Value: 1

KEY: dilate , Value: 1

KEY: dilated , Value: 2

KEY: dildos , Value: 1

KEY: dilemma , Value: 1

KEY: dilemmas , Value: 1

KEY: diligence , Value: 6

KEY: diligent , Value: 4

KEY: diluculo , Value: 1

KEY: dim , Value: 3

KEY: dimension , Value: 2

KEY: dimensions , Value: 1

KEY: diminish , Value: 2

KEY: diminishing , Value: 1

KEY: diminution , Value: 1

KEY: diminutive , Value: 1

KEY: diminutives , Value: 1

KEY: dimpled , Value: 1

KEY: dimples , Value: 1

KEY: din , Value: 7

KEY: dine , Value: 17

KEY: dined , Value: 12

KEY: dines , Value: 1

KEY: ding , Value: 7

KEY: dining , Value: 1

KEY: dinner , Value: 62

KEY: dinners , Value: 3

KEY: diomed , Value: 30

KEY: diomedes , Value: 75

KEY: diomeds , Value: 2

KEY: dion , Value: 11

KEY: dionyza , Value: 32

KEY: dire , Value: 4

KEY: direct , Value: 15

KEY: directed , Value: 7

KEY: directing , Value: 1

KEY: direction , Value: 8

KEY: directive , Value: 1

KEY: directly , Value: 7

KEY: directs , Value: 1

KEY: direful , Value: 1

KEY: dirt , Value: 6

KEY: dirty , Value: 3

KEY: dis , Value: 2

KEY: disability , Value: 1

KEY: disable , Value: 1

KEY: disabled , Value: 2

KEY: disabling , Value: 1

KEY: disannul , Value: 1

KEY: disappears , Value: 1

KEY: disarm , Value: 3

KEY: disarmeth , Value: 1

KEY: disaster , Value: 5

KEY: disasters , Value: 1

KEY: disburse , Value: 1

KEY: disbursed , Value: 1

KEY: discard , Value: 2

KEY: discarded , Value: 1

KEY: discase , Value: 2

KEY: discern , Value: 3

KEY: discharge , Value: 16

KEY: discharged , Value: 5

KEY: discharging , Value: 1

KEY: discipled , Value: 1

KEY: discipline , Value: 4

KEY: disciplined , Value: 1

KEY: disclose , Value: 1

KEY: disclosed , Value: 4

KEY: discomfited , Value: 1

KEY: discomfort , Value: 1

KEY: discontent , Value: 4

KEY: discontenting , Value: 1

KEY: discontinue , Value: 1

KEY: discontinued , Value: 1

KEY: discord , Value: 7

KEY: discourse , Value: 37

KEY: discoursed , Value: 1

KEY: discourses , Value: 2

KEY: discoursive , Value: 1

KEY: discourtesy , Value: 1

KEY: discover , Value: 20

KEY: discoverd , Value: 4

KEY: discovered , Value: 7

KEY: discoveries , Value: 3

KEY: discovering , Value: 1

KEY: discovers , Value: 5

KEY: discovery , Value: 6

KEY: discredit , Value: 3

KEY: discredited , Value: 1

KEY: discredits , Value: 1

KEY: discreet , Value: 2

KEY: discreetly , Value: 2

KEY: discretion , Value: 19

KEY: discretions , Value: 2

KEY: discuss , Value: 2

KEY: disdain , Value: 18

KEY: disdaind , Value: 3

KEY: disdained , Value: 1

KEY: disdainful , Value: 6

KEY: disdainfully , Value: 1

KEY: disdaining , Value: 1

KEY: disdains , Value: 2

KEY: disdainst , Value: 1

KEY: disease , Value: 9

KEY: diseased , Value: 2

KEY: diseases , Value: 9

KEY: disedged , Value: 1

KEY: disembark , Value: 1

KEY: disfigure , Value: 5

KEY: disfurnish , Value: 2

KEY: disgorge , Value: 2

KEY: disgorges , Value: 1

KEY: disgrace , Value: 15

KEY: disgraced , Value: 5

KEY: disgraces , Value: 1

KEY: disguise , Value: 15

KEY: disguised , Value: 26

KEY: disguiser , Value: 1

KEY: disguises , Value: 1

KEY: disguising , Value: 1

KEY: dish , Value: 23

KEY: dishclout , Value: 1

KEY: dishd , Value: 1

KEY: dishes , Value: 5

KEY: dishonest , Value: 10

KEY: dishonestly , Value: 2

KEY: dishonesty , Value: 4

KEY: dishonour , Value: 13

KEY: dishonourd , Value: 4

KEY: dishonoured , Value: 1

KEY: disjunction , Value: 1

KEY: dislike , Value: 6

KEY: disliken , Value: 1

KEY: dislikest , Value: 2

KEY: disloyal , Value: 7

KEY: disloyalty , Value: 2

KEY: dismal , Value: 2

KEY: dismantle , Value: 1

KEY: dismaskd , Value: 1

KEY: dismay , Value: 4

KEY: dismayd , Value: 3

KEY: dismayed , Value: 1

KEY: dismes , Value: 1

KEY: dismiss , Value: 4

KEY: dismissd , Value: 2

KEY: dismissed , Value: 1

KEY: dismission , Value: 1

KEY: dismount , Value: 1

KEY: disobedience , Value: 5

KEY: disobedient , Value: 2

KEY: disobey , Value: 1

KEY: disorbd , Value: 1

KEY: disorder , Value: 1

KEY: disordered , Value: 1

KEY: disorders , Value: 2

KEY: disparage , Value: 2

KEY: disparagement , Value: 1

KEY: disparagements , Value: 1

KEY: dispatch , Value: 26

KEY: dispatchd , Value: 4

KEY: dispatched , Value: 3

KEY: dispensation , Value: 1

KEY: dispense , Value: 4

KEY: dispenses , Value: 1

KEY: disperse , Value: 1

KEY: dispersed , Value: 3

KEY: dispersedly , Value: 1

KEY: displace , Value: 1

KEY: display , Value: 1

KEY: displayd , Value: 3

KEY: displayed , Value: 1

KEY: displease , Value: 2

KEY: displeased , Value: 4

KEY: displeasure , Value: 19

KEY: displeasures , Value: 2

KEY: dispose , Value: 10

KEY: disposed , Value: 13

KEY: disposer , Value: 2

KEY: disposers , Value: 1

KEY: disposition , Value: 20

KEY: dispositions , Value: 2

KEY: dispossess , Value: 1

KEY: dispossessing , Value: 1

KEY: dispraise , Value: 5

KEY: dispraised , Value: 1

KEY: dispraising , Value: 1

KEY: disproportiond , Value: 1

KEY: disprove , Value: 1

KEY: disproved , Value: 1

KEY: disprovest , Value: 1

KEY: disputable , Value: 1

KEY: dispute , Value: 1

KEY: disputes , Value: 1

KEY: disputest , Value: 1

KEY: disquiet , Value: 2

KEY: disrobe , Value: 1

KEY: diss , Value: 1

KEY: dissemble , Value: 4

KEY: dissembled , Value: 1

KEY: dissembler , Value: 1

KEY: dissembling , Value: 9

KEY: dissembly , Value: 1

KEY: dissension , Value: 1

KEY: dissever , Value: 1

KEY: disseverd , Value: 1

KEY: dissolute , Value: 1

KEY: dissolutely , Value: 2

KEY: dissolution , Value: 2

KEY: dissolve , Value: 2

KEY: dissolved , Value: 4

KEY: dissolves , Value: 2

KEY: dissuade , Value: 5

KEY: dissuaded , Value: 1

KEY: distaff , Value: 2

KEY: distaffs , Value: 1

KEY: distains , Value: 1

KEY: distance , Value: 10

KEY: distant , Value: 4

KEY: distaste , Value: 2

KEY: distasted , Value: 1

KEY: distemper , Value: 6

KEY: distemperature , Value: 2

KEY: distemperatures , Value: 1

KEY: distemperd , Value: 3

KEY: distempered , Value: 1

KEY: distil , Value: 2

KEY: distillation , Value: 1

KEY: distilld , Value: 3

KEY: distilled , Value: 2

KEY: distinct , Value: 3

KEY: distinction , Value: 8

KEY: distinctly , Value: 2

KEY: distinguish , Value: 2

KEY: distinguishd , Value: 2

KEY: distinguishment , Value: 1

KEY: distract , Value: 2

KEY: distracted , Value: 6

KEY: distractedly , Value: 1

KEY: distraction , Value: 7

KEY: distractions , Value: 1

KEY: distracts , Value: 1

KEY: distress , Value: 5

KEY: distressd , Value: 1

KEY: distressed , Value: 3

KEY: distresses , Value: 1

KEY: distrust , Value: 1

KEY: disturb , Value: 2

KEY: disturbances , Value: 1

KEY: disturbd , Value: 3

KEY: disturbed , Value: 1

KEY: disunite , Value: 1

KEY: disvalued , Value: 1

KEY: disvouched , Value: 1

KEY: ditch , Value: 2

KEY: ditchd , Value: 1

KEY: ditches , Value: 1

KEY: ditties , Value: 1

KEY: ditty , Value: 3

KEY: diurnal , Value: 1

KEY: dive , Value: 1

KEY: divers , Value: 9

KEY: diversity , Value: 1

KEY: divert , Value: 2

KEY: diverted , Value: 2

KEY: dives , Value: 1

KEY: dividable , Value: 1

KEY: divide , Value: 7

KEY: divided , Value: 3

KEY: divides , Value: 2

KEY: divination , Value: 2

KEY: divine , Value: 28

KEY: divineness , Value: 1

KEY: diviner , Value: 1

KEY: divines , Value: 1

KEY: divinest , Value: 1

KEY: divinity , Value: 5

KEY: division , Value: 5

KEY: divorce , Value: 6

KEY: divorced , Value: 1

KEY: divorcing , Value: 1

KEY: divulge , Value: 1

KEY: divulged , Value: 3

KEY: dizy , Value: 1

KEY: dizzy , Value: 1

KEY: do , Value: 1699

KEY: dobbin , Value: 1

KEY: dobbins , Value: 1

KEY: dockd , Value: 1

KEY: docks , Value: 1

KEY: doctor , Value: 127

KEY: doctors , Value: 7

KEY: doctrine , Value: 5

KEY: doe , Value: 4

KEY: doer , Value: 1

KEY: doers , Value: 4

KEY: does , Value: 147

KEY: doest , Value: 2

KEY: doff , Value: 2

KEY: dog , Value: 73

KEY: dogberry , Value: 59

KEY: doggd , Value: 1

KEY: dogged , Value: 2

KEY: dogs , Value: 16

KEY: doin , Value: 1

KEY: doing , Value: 34

KEY: doings , Value: 2

KEY: doit , Value: 3

KEY: dole , Value: 7

KEY: doleful , Value: 2

KEY: dollar , Value: 1

KEY: dolour , Value: 3

KEY: dolours , Value: 3

KEY: dolphin , Value: 1

KEY: dolphins , Value: 2

KEY: dolts , Value: 1

KEY: domestic , Value: 1

KEY: dominator , Value: 1

KEY: domine , Value: 2

KEY: domineer , Value: 1

KEY: domineering , Value: 1

KEY: dominical , Value: 1

KEY: dominion , Value: 1

KEY: dominions , Value: 1

KEY: don , Value: 327

KEY: donation , Value: 2

KEY: done , Value: 254

KEY: donet , Value: 5

KEY: dong , Value: 4

KEY: doom , Value: 8

KEY: doomd , Value: 2

KEY: dooms , Value: 1

KEY: doomsday , Value: 2

KEY: door , Value: 61

KEY: doorkeeper , Value: 1

KEY: doors , Value: 25

KEY: dorcas , Value: 14

KEY: doreus , Value: 1

KEY: doricles , Value: 4

KEY: dormouse , Value: 1

KEY: dorothy , Value: 1

KEY: dos , Value: 1

KEY: dost , Value: 146

KEY: dot , Value: 37

KEY: dotage , Value: 3

KEY: dotard , Value: 3

KEY: dotards , Value: 1

KEY: dote , Value: 21

KEY: doters , Value: 1

KEY: dotes , Value: 5

KEY: doth , Value: 352

KEY: doting , Value: 4

KEY: double , Value: 34

KEY: doubled , Value: 1

KEY: doubleness , Value: 1

KEY: doubler , Value: 1

KEY: doublet , Value: 17

KEY: doublets , Value: 1

KEY: doubling , Value: 3

KEY: doubly , Value: 3

KEY: doubt , Value: 63

KEY: doubted , Value: 3

KEY: doubtful , Value: 8

KEY: doubtfully , Value: 3

KEY: doubting , Value: 1

KEY: doubtless , Value: 2

KEY: doubts , Value: 5

KEY: dough , Value: 2

KEY: doughy , Value: 1

KEY: dout , Value: 1

KEY: dove , Value: 10

KEY: doves , Value: 4

KEY: dow , Value: 1

KEY: dowager , Value: 2

KEY: dower , Value: 10

KEY: dowery , Value: 1

KEY: dowle , Value: 1

KEY: down , Value: 223

KEY: downright , Value: 5

KEY: downward , Value: 2

KEY: dowry , Value: 15

KEY: dowsabel , Value: 1

KEY: doxy , Value: 1

KEY: dozen , Value: 10

KEY: drab , Value: 4

KEY: drabs , Value: 1

KEY: draff , Value: 1

KEY: drag , Value: 1

KEY: draggd , Value: 1

KEY: dragon , Value: 2

KEY: dragoned , Value: 1

KEY: dragons , Value: 3

KEY: draind , Value: 1

KEY: dram , Value: 10

KEY: drank , Value: 1

KEY: draught , Value: 6

KEY: drave , Value: 2

KEY: draw , Value: 77

KEY: drawer , Value: 2

KEY: drawest , Value: 1

KEY: draweth , Value: 2

KEY: drawing , Value: 10

KEY: drawling , Value: 1

KEY: drawn , Value: 36

KEY: draws , Value: 17

KEY: drayman , Value: 1

KEY: dread , Value: 16

KEY: dreaded , Value: 1

KEY: dreadful , Value: 17

KEY: dreadfully , Value: 1

KEY: dreading , Value: 1

KEY: dreads , Value: 1

KEY: dream , Value: 57

KEY: dreamd , Value: 9

KEY: dreamed , Value: 2

KEY: dreaming , Value: 5

KEY: dreams , Value: 18

KEY: dreamt , Value: 1

KEY: dreg , Value: 1

KEY: dregs , Value: 3

KEY: drenchd , Value: 1

KEY: drenched , Value: 1

KEY: dress , Value: 10

KEY: dressd , Value: 3

KEY: dressed , Value: 5

KEY: dresser , Value: 1

KEY: dressings , Value: 1

KEY: drest , Value: 2

KEY: drew , Value: 15

KEY: dribbling , Value: 1

KEY: dried , Value: 8

KEY: drier , Value: 1

KEY: drift , Value: 9

KEY: drily , Value: 1

KEY: drink , Value: 50

KEY: drinking , Value: 11

KEY: drinkings , Value: 1

KEY: drinks , Value: 7

KEY: drive , Value: 12

KEY: driven , Value: 8

KEY: drives , Value: 6

KEY: drivest , Value: 1

KEY: driving , Value: 3

KEY: drizzled , Value: 1

KEY: drizzles , Value: 1

KEY: drollery , Value: 1

KEY: dromio , Value: 219

KEY: dromios , Value: 1

KEY: drone , Value: 2

KEY: drones , Value: 2

KEY: droop , Value: 2

KEY: droopd , Value: 1

KEY: drooping , Value: 2

KEY: drop , Value: 36

KEY: droppd , Value: 4

KEY: dropped , Value: 2

KEY: droppeth , Value: 1

KEY: dropping , Value: 2

KEY: drops , Value: 17

KEY: dropsied , Value: 1

KEY: dropsy , Value: 1

KEY: dross , Value: 3

KEY: drouth , Value: 1

KEY: drove , Value: 2

KEY: drovier , Value: 1

KEY: drown , Value: 14

KEY: drownd , Value: 11

KEY: drowned , Value: 17

KEY: drowning , Value: 6

KEY: drowns , Value: 2

KEY: drowsiness , Value: 1

KEY: drowsy , Value: 7

KEY: drudge , Value: 5

KEY: drug , Value: 5

KEY: drugs , Value: 2

KEY: drum , Value: 25

KEY: drumble , Value: 1

KEY: drumming , Value: 1

KEY: drums , Value: 3

KEY: drunk , Value: 33

